zip, city
1283,Dardagny
7164,Dardin
3707,Därligen
3973,Venthône
3973,Venthône
6500,Bellinzona
3763,Därstetten
7166,Trun
8421,Dättlikon
8400,Winterthur
5405,Dättwil AG
8452,Adlikon
6964,Davesco-Soragno
1891,Vérossaz
7260,Davos Dorf
7270,Davos Platz
7145,Degen
5426,Lengnau AG
9113,Degersheim
6777,Quinto
3993,Grengiols
3053,Deisswil Mbuchsee
3066,Stettlen
3066,Stettlen
4543,Deitingen
2800,Delémont
1567,Delley
1415,Démoret
1135,Denens
1410,Denezy
1026,Denges
5026,Densbüren
3076,Worb
1976,Erde
4552,Derendingen
3036,Detligen
4537,Wiedlisbach
8484,Neschwil
8574,Dettighofen Lengw.
8505,Dettighofen
2802,Develier
8354,Hofstetten ZH
9115,Dicken
6074,Giswil
4457,Diegten
8157,Dielsdorf
8733,Eschenbach SG
3053,Diemerswil
3754,Diemtigen
4442,Diepflingen
9444,Diepoldsau
6036,Dierikon
8777,Diesbach GL
3264,Diessbach b. Büren
2517,Diesse
8253,Diessenhofen
9526,Zuckenriet
3256,Dieterswil
9615,Dietfurt
8953,Dietikon
8524,Uesslingen
3184,Wünnewil
4448,Läufelfingen
8305,Dietlikon
6000,Luzern
9533,Dietschwil
6042,Dietwil
8637,Laupen ZH
7014,Trin
8500,Frauenfeld
8474,Dinhard
6967,Dino
5606,Dintikon
3963,Montana
1965,Diolly (Savièse)
8573,Siegershausen
7260,Davos Dorf
7180,Disentis/Mustér
7180,Disentis/Mustér
4243,Dittingen
1304,Dizy
7013,Domat/Ems
2056,Dombresson
1564,Domdidier
1041,Dommartin
1563,Dompierre FR
1682,Dompierre VD
7433,Donat
1580,Donatyre
6715,Dongio
1407,Donneloye
8583,Donzhausen
6112,Doppleschwand
1905,Dorénaz
8458,Dorf
8942,Oberrieden
8239,Dörflingen
4143,Dornach
4147,Aesch BL
8777,Diesbach GL
8566,Dotnacht
6718,Olivone
5605,Dottikon
5605,Dottikon
5312,Döttingen
3293,Dotzigen
8582,Dozwil
1945,Dranse (Liddes)
9612,Dreien
1680,Romont FR
1965,Drône (Savièse)
6809,Medeglia
8600,Dübendorf
3186,Düdingen
4202,Duggingen
1912,Dugny (Leytron)
1266,Duillier
4657,Dulliken
1195,Dully
8585,Langrickenbach
6702,Claro
8635,Dürnten
5724,Dürrenäsch
3600,Thun
3465,Dürrenroth
8335,Hittnau
8374,Dussnang
7112,Duvin
1236,Cartigny
1236,Cartigny
6245,Ebersecken
6276,Hohenrain
9122,Ebersol
9220,Bischofszell
8925,Ebertswil
6030,Ebikon
3855,Brienz BE
8123,Ebmatingen
9642,Ebnat-Kappel
6163,Ebnet
1040,Echallens
1026,Echandens
1646,Echarlens
1112,Echichens
1376,Eclagnens
1312,Eclépens
1908,Riddes
1612,Ecoteaux
1673,Ecublens FR
1024,Ecublens VD
1730,Ecuvillens
2813,Ederswiler
6073,Flüeli-Ranft
6313,Edlibach
5078,Effingen
8307,Effretikon
5225,Bözberg
4622,Egerkingen
8847,Egg SZ
9231,Egg (Flawil)
8132,Egg b. Zürich
7133,Obersaxen Affeier
3991,Betten
5445,Eggenwil
3939,Eggerberg
9034,Eggersriet
9050,Appenzell Eggerst.
8585,Langrickenbach
8523,Hagenbuch ZH
3537,Eggiwil
8193,Eglisau
5704,Egliswil
9322,Egnach
6243,Egolzwil
7104,Versam
8489,Wildberg
6205,Eich
4658,Däniken SO
9453,Eichberg
3254,Messen
3254,Messen
8400,Winterthur
5314,Kleindöttingen
6013,Eigenthal
3823,Eigergletscher
5074,Eiken
3646,Einigen
8840,Einsiedeln
3943,Eischoll
1969,Eison (St.Martin)
3922,Eisten
3919,Blatten(Lötschen)
5077,Elfingen
8353,Elgg
8566,Ellighausen
8464,Ellikon am Rhein
8548,Ellikon a d Thur
8767,Elm
8352,Elsau
3184,Wünnewil
3926,Embd
8424,Embrach
8424,Embrach
3711,Emdthal
6032,Emmen
6020,Emmenbrücke
3543,Emmenmatt
6020,Emmenbrücke
6376,Emmetten
8280,Kreuzlingen
8181,Höri
5304,Endingen
3655,Sigriswil
8000,Zürich
6390,Engelberg
5746,Walterswil SO
9032,Engelburg
8566,Dotnacht
2073,Enges
9050,Appenzell Enggenh.
3077,Enggistein
8765,Engi
4208,Nunningen
8586,Engishofen
3086,Englisberg
2063,Engollon
8556,Engwang
8564,Engwilen
8755,Ennenda
8586,Ennetaach
5408,Ennetbaden
9651,Ennetbühl
8755,Ennenda
6373,Ennetbürgen
8756,Mitlödi
6372,Ennetmoos
5300,Turgi
1667,Enney
6162,Entlebuch
2400,Le Locle
2829,Vermes
1323,Romainmôtier
2074,Marin-Epagnier
1663,Epagny
1066,Epalinges
1417,Epautheyres
2885,Epauvillers
1731,Ependes FR
1434,Ependes VD
1098,Epesses
1890,St-Maurice
2886,Epiquerez
5012,Eppenberg
8586,Erlen
3272,Epsach
4458,Eptingen
1976,Erde
3979,Grône
9315,Neukirch (Egnach)
3947,Ergisch
4952,Eriswil
3619,Eriz
3235,Erlach
8586,Erlen
8703,Erlenbach ZH
3762,Erlenbach i. S.
5018,Erlinsbach
5015,Erlinsbach SO
8340,Hinwil
8272,Ermatingen
6294,Ermensee
8734,Ermenswil
3995,Ernen
8725,Ernetschwil
3957,Erschmatt
4228,Erschwil
3423,Ersigen
6418,Rothenthurm
6472,Erstfeld
8500,Frauenfeld
6274,Eschenbach LU
8733,Eschenbach SG
8180,Bülach
8264,Eschenz
2743,Eschert
3766,Boltigen
1673,Ecublens FR
8553,Eschikofen
8315,Lindau
8474,Dinhard
8360,Eschlikon TG
6182,Escholzmatt
1670,Esmonts
1724,Essert FR
1078,Essertes
2886,Epiquerez
1186,Essertines-Rolle
1417,Essertines-Yverdon
1435,Essert-Pittet
1443,Essert-s-Champvent
8133,Esslingen
1665,Estavannens
1695,Estavayer-Gibloux
1470,Estavayer-le-Lac
1687,Estévenens
1037,Etagnières
1941,Vollèges
1163,Etoy
1551,Vers-chez-Perrin
8620,Wetzikon ZH
8356,Ettenhausen TG
8314,Kyburg
4107,Ettingen
6218,Ettiswil
8847,Egg SZ
8835,Feusisberg
3306,Etzelkofen
6231,Schlierbach
5275,Etzgen
4554,Etziken
5317,Hettenschwil
8259,Etzwilen
8508,Homburg
1982,Euseigne
8844,Euthal
2533,Evilard
1902,Evionnaz
1983,Evolène
1866,La Forclaz VD
3400,Burgdorf
3400,Burgdorf
3063,Ittigen
3930,Eyholz
3000,Bern
1262,Eysins
3919,Blatten(Lötschen)
8630,Rüti ZH
8109,Kloster Fahr
8525,Niederneunforn
3617,Fahrni b. Thun
5615,Fahrwangen
8951,Fahrweid
8951,Fahrweid
8951,Fahrweid
2916,Fahy
6760,Faido
6760,Faido
7226,Fajauna
7153,Falera
8117,Fällanden
8636,Wald ZH
7215,Fanas
3961,Vissoie
3557,Fankhaus (Trub)
1595,Faoug
7433,Farden
4539,Farnern
1726,Farvagny
1726,Farvagny
1726,Farvagny-le-Petit
3705,Faulensee
1173,Féchy
8320,Fehraltorf
4232,Fehren
5316,Leuggern
8552,Felben-Wellhausen
8714,Feldbach
8266,Steckborn
4532,Feldbrunnen
7404,Feldis/Veulden
8706,Meilen
9425,Thal
7012,Felsberg
3000,Bern
5316,Leuggern
8143,Stallikon
1880,Fenalet-sur-Bex
3178,Bösingen
1809,Fenil-sur-Corsier
2063,Fenin
5645,Fenkrieden
3916,Ferden
3206,Ferenbalm
3208,Gurbrü
3066,Stettlen
1076,Ferlens VD
1984,Les Haudères
1724,Ferpicloz
6277,Kleinwangen
1944,La Fouly VS
1313,Ferreyres
3956,Guttet-Feschel
6938,Fescoggia
1532,Fétigny
8245,Feuerthalen
8835,Feusisberg
3784,Feutersoey
7514,Fex
1044,Fey
1996,Fey (Nendaz)
1854,Leysin
1609,Fiaugères
7019,Fidaz
7235,Fideris
7235,Fideris
3984,Fiesch
3984,Fieschertal
6772,Rodi-Fiesso
1420,Fiez
6760,Rossura
6918,Figino
3983,Filet
7477,Filisur
3185,Schmitten FR
8757,Filzbach
8514,Amlikon-Bissegg
1925,Finhaut
2577,Finsterhennen
6313,Finstersee
6162,Finsterwald LU
1948,Fionnay
8307,Ottikon b.Kemptth.
6145,Fischbach LU
5525,Fischbach-Göslikon
8558,Raperswilen
8497,Fischenthal
8376,Fischingen
5467,Fisibach
5442,Fislisbach
8416,Flaach
3175,Flamatt
3978,Flanthey
7306,Fläsch
9230,Flawil
4852,Rothrist
1659,Flendruz
7426,Flerden
2114,Fleurier
7017,Flims Dorf
7017,Flims Dorf
7018,Flims Waldhaus
7137,Flond
6454,Flüelen
6073,Flüeli-Ranft
3065,Bolligen
4112,Flüh
6173,Flühli LU
4534,Flumenthal
8890,Flums
8000,Zürich
8247,Flurlingen
8872,Weesen
8872,Weesen
7057,Langwies
1473,Font
1945,Fontaine Dessous
1945,Fontaine Dessus
2052,Fontainemelon
2046,Fontaines NE
1421,Fontaines-Grandson
7553,Tarasp
6834,Morbio Inferiore
1423,Fontanezier
6110,Fontannen
1860,Aigle
2902,Fontenais
1934,Le Châble VS
9476,Fontnas
8127,Forch
8127,Forch
1867,Ollon VD
1475,Forel FR
1072,Forel (Lavaux)
1526,Forel-sur-Lucens
1782,Formangueires
6996,Ponte Cremenaga
2717,Fornet-Dessous
2718,Fornet-Dessus
1945,Fornex(Liddes)
6690,Cavergno
9450,Altstätten SG
3636,Forst
1966,Fortunau (Ayent)
6574,Vira (Gambarogno)
1225,Chêne-Bourg
1297,Founex
1489,Murist
3284,Fräschels
6636,Frasco
9320,Frasnacht
1483,Frasses
3312,Fraubrunnen
3255,Rapperswil BE
8500,Frauenfeld
3202,Frauenkappelen
7276,Davos Frauenkirch
6763,Osco
2953,Fregiécourt
3176,Neuenegg
9306,Freidorf TG
8807,Freienbach
8427,Freienstein
5423,Freienwil
3510,Freimettigen
1880,Frenières-sur-Bex
4402,Frenkendorf
2027,Fresens
2149,Fretereules
8615,Freudwil
1700,Fribourg
1700,Fribourg
5070,Frick
8964,Rudolfstetten
3267,Seedorf BE
6332,Hagendorn
3035,Frieswil
7136,Obers Friggahüs
9504,Friltschen
2535,Frinvillier
3436,Zollbrück
3436,Zollbrück
4634,Wisen SO
1055,Froideville
1223,Cologny
1618,Châtel-St-Denis
9467,Frümsen
8269,Fruthwilen
3714,Frutigen
6068,Melchsee-Frutt
7551,Ftan
8352,Elsau
7533,Fuldera
4629,Fulenbach
5324,Full-Reuenthal
4414,Füllinsdorf
1926,Fully
7185,Platta
3997,Bellwald
6363,Fürigen
7232,Furna
7414,Fürstenau
7413,Fürstenaubruck
9125,Brunnadern
6696,Fusio
3907,Gabi (Simplon)
8214,Gächlingen
4584,Gächliwil
8547,Gachnang
7244,Gadenstätt
3863,Gadmen
6934,Bioggio
6596,Gordola
6855,Stabio
9534,Gähwil
2513,Twann
9056,Gais
9030,Abtwil SG
8854,Galgenen
5225,Bözberg
3285,Galmiz
3238,Gals
5272,Gansingen
1712,Tafers
3153,Rüschegg Gambach
3206,Gammen
3454,Sumiswald
3945,Gampel
3236,Gampelen
9473,Gams
3900,Gamsen
6978,Gandria
4716,Gänsbrunnen
5272,Gansingen
9608,Ganterschwil
3935,Bürchen
3186,Düdingen
3766,Boltigen
8487,Zell ZH
3144,Gasel
3924,St. Niklaus VS
9473,Gams
7317,Valens
8136,Gattikon
5412,Gebenstorf
8725,Gebertingen
9203,Niederwil SG
8044,Zürich
8554,Bonau
3904,Naters
6123,Geiss
3860,Meiringen
6284,Gelfingen
3126,Gelterfingen
4460,Gelterkinden
5637,Geltwil
4145,Gempen
3215,Gempenach
6852,Genestrerio
1200,Genève
1272,Genolier
1294,Genthod
6925,Gentilino
9212,Arnegg
3065,Bolligen
4563,Gerlafingen
8500,Gerlikon
8302,Kloten
6020,Emmenbrücke
8954,Geroldswil
2575,Gerolfingen
6576,Gerra (Gambarogno)
6635,Gerra (Verzasca)
6516,Cugnasco
6442,Gersau
3115,Gerzensee
3985,Geschinen
6142,Gettnau
3945,Gampel
3945,Gampel
6232,Geuensee
9043,Trogen
8600,Dübendorf
4852,Rothrist
6720,Ghirone
7545,Guarda
8498,Gibswil
4304,Giebenach
3855,Brienz BE
8717,Benken SG
1925,Finhaut
1429,Giez
1735,Giffers
1673,Gillarens
1182,Gilly
1188,Gimel
3826,Gimmelwald
3272,Walperswil
1276,Gingins
6745,Giornico
5073,Gipf-Oberfrick
5316,Leuggern
7135,Obersaxen Giraniga
8340,Hinwil
8488,Turbenthal
8468,Guntalingen
8467,Truttikon
6038,Gisikon
6074,Giswil
6074,Giswil
6512,Giubiasco
6678,Giumaglio
1762,Givisiez
1271,Givrins
1115,Vullierens
1196,Gland
4852,Rothrist
3960,Sierre
7277,Davos Glaris
8266,Steckborn
8750,Glarus
7428,Glaspass
4856,Glashütten
8152,Glattbrugg
8192,Glattfelden
8152,Glattpark(Opfikon)
3999,Oberwald
1544,Gletterens
1823,Glion
3902,Glis
3612,Steffisburg
2855,Glovelier
3998,Gluringen
1867,Ollon VD
5524,Nesselnbach
6525,Gnosca
8044,Gockhausen
3553,Gohl
6950,Tesserete
3207,Golaten
9403,Goldach
6410,Goldau
8700,Küsnacht ZH
3432,Lützelflüh-Goldb
6085,Hasliberg Goldern
8638,Goldingen
3624,Goldiwil (Thun)
3805,Goldswil
6656,Golino
1124,Gollion
6475,Bristen
3415,Schafhausen i. E.
8737,Gommiswald
4955,Gondiswil
3907,Gondo
9108,Gonten
9108,Gontenbad
5728,Gontenschwil
3917,Goppenstein
3983,Goppisberg
6596,Gordola
6672,Gordevio
6596,Gordola
6518,Gorduno
2023,Gorgier
6874,Castel San Pietro
3920,Zermatt
6487,Göschenen
6487,Göschenen
5525,Fischbach-Göslikon
8625,Gossau ZH
9200,Gossau SG
1407,Gossens
8126,Zumikon
4579,Gossliwil
8583,Götighofen
1907,Saxon
4000,Basel
8274,Gottlieben
9225,Wilen (Gottshaus)
2552,Orpund
8400,Winterthur
1376,Goumoens-la-Ville
1376,Goumoens-le-Jux
2354,Goumois
3154,Rüschegg Heubach
3376,Graben
9472,Grabs
9472,Grabserberg
3925,Grächen
3045,Meikirch
6388,Grafenort
6388,Grafenort
3308,Grafenried
8310,Grafstal
8572,Graltshausen
9601,Lütisburg Station
6916,Grancia
1117,Grancy
1052,Mont-sur-Lausanne
2127,Les Bayards
1820,Montreux
1543,Grandcour
1421,Grandevent
2908,Grandfontaine
2923,Courtemaîche
1212,Grand-Lancy
1212,Grand-Lancy
2065,Savagnier
1775,Grandsivaz
1422,Grandson
1946,Bourg-St-Pierre
2745,Grandval
1091,Grandvaux
1666,Grandvillard
3977,Granges VS
1614,Granges (Veveyse)
1484,Granges-de-Vesin
1763,Granges-Paccot
1523,Granges-Marnand
1552,Trey
1686,Grangettes-Romont
5722,Gränichen
1965,Granois (Savièse)
8415,Gräslikon
3365,Grasswil
1624,Grattavache
3325,Hettiswil
6929,Gravesano
3983,Greich
8606,Greifensee
4203,Grellingen
2540,Grenchen
2540,Grenchen
3280,Greng
3993,Grengiols
1726,Grenilles
1274,Grens
6404,Greppen
6611,Gresso
1432,Gressy
9479,Gretschins
5014,Gretzenbach
6747,Chironico
3723,Kiental
3454,Sumiswald
8514,Amlikon-Bissegg
3961,Grimentz
1971,Grimisuat
3757,Schwenden
3864,Guttannen
4247,Grindel
3818,Grindelwald
3266,Wiler b. Seedorf
4658,Däniken SO
1772,Grolley
3979,Grône
6537,Grono
8841,Gross
3257,Grossaffoltern
8896,Flumserberg Bergh
6146,Grossdietwil
1792,Guschelmuth
3506,Grosshöchstetten
3175,Flamatt
6074,Giswil
6022,Grosswangen
9035,Grub AR
9036,Grub SG
3946,Gruben
3770,Zweisimmen
1955,Grugnay (Chamoson)
3783,Grund b. Gstaad
8554,Müllheim-Wigoltgn
3455,Grünen
3452,Grünenmatt
8627,Grüningen
7214,Grüsch
8624,Grüt (Gossau ZH)
8400,Winterthur
1663,Gruyères
1882,Gryon
3933,Staldenried
3780,Gstaad
3785,Gsteig b. Gstaad
3814,Gsteigwiler
7545,Guarda
6515,Gudo
1920,Martigny
1787,Môtier (Vully)
3158,Guggisberg
8127,Forch
1643,Gumefens
3073,Gümligen
3205,Gümmenen
4000,Basel
8507,Hörhausen
8543,Gundetswil
8322,Gündisau
8543,Bertschikon
3815,Gündlischwand
6276,Hohenrain
4524,Günsberg
8468,Guntalingen
3654,Gunten
8564,Gunterswilen
8357,Guntershausen
8572,Guntershausen Berg
8223,Guntmadingen
4617,Gunzgen
6222,Gunzwil
3208,Gurbrü
3212,Gurmels
3099,Rüti b. Riggisberg
9620,Lichtensteig
3084,Wabern
6482,Gurtnellen
3663,Gurzelen
1792,Guschelmuth
4932,Gutenburg
8605,Gutenswil
8478,Thalheim
3864,Guttannen
3956,Guttet-Feschel
8594,Güttingen
3645,Gwatt (Thun)
3645,Gwatt (Thun)
1251,Gy
3503,Gysenstein
2545,Selzach
9469,Haag (Rheintal)
3804,Habkern
5245,Habsburg
6166,Hasle LU
3065,Bolligen
8340,Hinwil
4445,Häfelfingen
9052,Niederteufen
8523,Hagenbuch ZH
4614,Hägendorf
6332,Hagendorn
5317,Hettenschwil
8577,Schönholzerswilen
8580,Hagenwil
9312,Häggenschwil
5607,Hägglingen
2575,Hagneck
8309,Nürensdorf
9032,Engelburg
9223,Halden
7023,Haldenstein
6469,Haldi b.Schattdorf
6469,Haldi b.Schattdorf
9548,Matzingen
8215,Hallau
5705,Hallwil
4566,Halten
9035,Grub AR
9035,Grub AR
6289,Hämikon
3508,Arni BE
3864,Guttannen
8585,Happerswil
3054,Schüpfen
9463,Oberriet SG
3250,Lyss
8553,Harenwilen
4624,Härkingen
3612,Steffisburg
8965,Berikon
8342,Wernetshausen
6166,Hasle LU
3415,Hasle b. Burgdorf
8773,Haslen GL
9054,Haslen AI
3415,Hasle b. Burgdorf
3132,Riggisberg
8554,Müllheim-Wigoltgn
8156,Oberhasli
6085,Hasliberg Goldern
8580,Amriswil
8564,Hattenhausen
8775,Hätzingen
4633,Hauenstein
9426,Lutzenberg
8926,Hauptikon
9213,Hauptwil
5212,Hausen AG
8915,Hausen am Albis
8475,Ossingen
3463,Häusernmoos
8554,Bonau
8522,Häuslenen
1997,Haute-Nendaz
2068,Hauterive NE
1648,Hauteville
1800,Vevey
3510,Häutligen
1789,Lugnorre
8908,Hedingen
9435,Heerbrugg
9435,Heerbrugg
9435,Heerbrugg
9435,Heerbrugg
8564,Hefenhausen
8580,Hefenhofen
3202,Frauenkappelen
8400,Winterthur
8604,Volketswil
9410,Heiden
3625,Heiligenschwendi
6166,Hasle LU
9000,St. Gallen
9000,St. Gallen
8888,Heiligkreuz (Mels)
9515,Hosenruck
3627,Heimberg
3373,Heimenhausen
8586,Andwil TG
3615,Heimenschwand
3453,Heimisbach
3412,Heimiswil
4558,Heinrichswil
8915,Hausen am Albis
1714,Heitenried
8957,Spreitenbach
9545,Wängi
9630,Wattwil
3186,Düdingen
9216,Heldswil
3155,Helgisried
6016,Hellbühl
6016,Hellbühl
4316,Hellikon
3429,Hellsau
9313,Muolen
8558,Raperswilen
9633,Hemberg
8261,Hemishofen
8231,Hemmental
8580,Amriswil
4465,Hemmiken
9247,Henau
5604,Hendschiken
8444,Henggart
1681,Hennens
1525,Henniez
4715,Herbetswil
3671,Herbligen
8207,Schaffhausen
3927,Herbriggen
8535,Herdern
1987,Hérémence
6052,Hergiswil NW
6133,Hergiswil LU
9100,Herisau
6028,Herlisberg
1248,Hermance
8330,Pfäffikon ZH
1513,Hermenches
5626,Hermetschwil-Staff
8600,Dübendorf
3475,Hermiswil
3132,Riggisberg
3274,Hermrigen
3503,Gysenstein
8585,Herrenhof
3037,Herrenschwanden
8704,Herrliberg
4423,Hersberg
8626,Ottikon
4558,Hersiwil
6353,Weggis
5415,Hertenstein AG
5025,Asp
5027,Herznach
3360,Herzogenbuchsee
3172,Niederwangen BE
8700,Küsnacht ZH
8583,Sulgen
4577,Hessigkofen
5317,Hettenschwil
3325,Hettiswil
8442,Hettlingen
3154,Rüschegg Heubach
8607,Aathal-Seegräben
3711,Emdthal
6024,Hildisrieden
6192,Wiggen
5613,Hilfikon
3652,Hilterfingen
4204,Himmelried
3324,Hindelbank
8806,Bäch SZ
8806,Bäch SZ
8132,Hinteregg
9452,Hinterforst
9452,Hinterforst
3089,Hinterfultigen
8638,Goldingen
9033,Untereggen
3032,Hinterkappelen
3032,Hinterkappelen
6260,Hintermoos
7438,Hinterrhein
6436,Muotathal
4813,Uerkheim
8340,Hinwil
9464,Rüthi (Rheintal)
3153,Rüschegg Gambach
3158,Guggisberg
5042,Hirschthal
8000,Zürich
3715,Adelboden
4000,Basel
8816,Hirzel
8636,Wald ZH
8335,Hittnau
6285,Hitzkirch
6280,Hochdorf
6280,Hochdorf
8182,Hochfelden
3429,Höchstetten
4146,Hochwald
8893,Flums Hochwiese
8842,Unteriberg
8842,Unteriberg
8304,Wallisellen
9404,Rorschacherberg
8590,Romanshorn
8730,Uznach
4943,Oeschenbach
8242,Hofen SH
3631,Höfen b. Thun
8370,Sirnach
9114,Hoffeld
6154,Hofstatt
8154,Oberglatt ZH
4114,Hofstetten SO
8354,Hofstetten ZH
3858,Hofstetten BE
3053,Münchenbuchsee
6276,Hohenrain
9216,Hohentannen
6083,Hasliberg Hohfluh
9404,Rorschacherberg
3949,Hohtenn
4718,Holderbank SO
5113,Holderbank AG
4434,Hölstein
8590,Romanshorn
6343,Holzhäusern ZG
8558,Raperswilen
5043,Holziken
3902,Glis
8360,Eschlikon TG
3622,Homberg b. Thun
8634,Hombrechtikon
8508,Homburg
6038,Honau
3702,Hondrich
4712,Laupersdorf
8000,Zürich
8524,Buch b. Frauenfeld
8308,Illnau
8372,Wiezikon b.Sirnach
3755,Horboden
8810,Horgen
8500,Frauenfeld
8815,Horgenberg
8507,Hörhausen
8181,Höri
9326,Horn
5075,Hornussen
3623,Horrenbach
4557,Horriwil
6048,Horw
9515,Hosenruck
6493,Hospental
8000,Zürich
5277,Hottwil
8637,Laupen ZH
6133,Hergiswil LU
8500,Frauenfeld
4535,Hubersdorf
8590,Romanshorn
9402,Mörschwil
1884,Huémoz
8565,Hugelshofen
8354,Hofstetten ZH
4245,Kleinlützel
8457,Humlikon
9064,Hundwil
6331,Hünenberg
8599,Salmsach
3626,Hünibach
3626,Hünibach
4554,Hüniken
8412,Hünikon
8194,Hüntwangen
5502,Hunzenschwil
9545,Wängi
8640,Hurden
8360,Eschlikon TG
3860,Meiringen
6152,Hüswil
8825,Hütten
8115,Hüttikon
8553,Hüttlingen
4950,Huttwil
8536,Hüttwilen
8488,Turbenthal
6438,Ibach
8400,Winterthur
8843,Oberiberg
4571,Ichertswil
1977,Icogne
4633,Hauenstein
3305,Iffwil
8362,Balterswil
7206,Igis
7130,Ilanz
3550,Langnau i. E.
1893,Muraz (Collombey)
6434,Illgau
8556,Illhart
8574,Illighausen
3033,Wohlen b. Bern
8308,Illnau
1656,Im Fang
4514,Lommiswil
6405,Immensee
6571,Indemini
3953,Inden
6440,Brunnen
3375,Inkwil
7050,Arosa
3044,Innerberg
3619,Innereriz
7445,Innerferrera
8858,Innerthal
3862,Innertkirchen
7136,Obers Friggahüs
3232,Ins
6951,Insone
3800,Interlaken
6655,Intragna
6476,Intschi
6034,Inwil
2563,Ipsach
6707,Iragna
8330,Pfäffikon ZH
4000,Basel
8524,Uesslingen
3807,Iseltwald
5637,Geltwil
3822,Isenfluh
6461,Isenthal
6993,Iseo
1914,Isérables
8335,Hittnau
6466,Bauen
8546,Islikon
8905,Islisberg
6614,Isole di Brissago
6810,Isone
1937,Orsières
8575,Istighofen
8362,Balterswil
4452,Itingen
3818,Grindelwald
3979,Grône
8700,Küsnacht ZH
1308,La Chaux-Cossonay
5083,Ittenthal
3063,Ittigen
8627,Grüningen
3629,Jaberg
